CVE_ID,Status,Descriptions,Weaknesses,Source Identifier,Published,Last Modified,CVSS_Metric_V2_Primary_version,CVSS_Metric_V2_Primary_vectorString,CVSS_Metric_V2_Primary_accessVector,CVSS_Metric_V2_Primary_accessComplexity,CVSS_Metric_V2_Primary_authentication,CVSS_Metric_V2_Primary_confidentialityImpact,CVSS_Metric_V2_Primary_integrityImpact,CVSS_Metric_V2_Primary_availabilityImpact,CVSS_Metric_V2_Primary_baseScore,CVSS_Metric_V2_Primary_exploitabilityScore,CVSS_Metric_V2_Primary_impactScore,CVSS_Metric_V3.1_Secondary_version,CVSS_Metric_V3.1_Secondary_vectorString,CVSS_Metric_V3.1_Secondary_attackVector,CVSS_Metric_V3.1_Secondary_attackComplexity,CVSS_Metric_V3.1_Secondary_privilegesRequired,CVSS_Metric_V3.1_Secondary_userInteraction,CVSS_Metric_V3.1_Secondary_scope,CVSS_Metric_V3.1_Secondary_confidentialityImpact,CVSS_Metric_V3.1_Secondary_integrityImpact,CVSS_Metric_V3.1_Secondary_availabilityImpact,CVSS_Metric_V3.1_Secondary_baseScore,CVSS_Metric_V3.1_Secondary_baseSeverity,CVSS_Metric_V3.1_Secondary_exploitabilityScore,CVSS_Metric_V3.1_Secondary_impactScore,CVSS_Metric_V3.1_Primary_version,CVSS_Metric_V3.1_Primary_vectorString,CVSS_Metric_V3.1_Primary_attackVector,CVSS_Metric_V3.1_Primary_attackComplexity,CVSS_Metric_V3.1_Primary_privilegesRequired,CVSS_Metric_V3.1_Primary_userInteraction,CVSS_Metric_V3.1_Primary_scope,CVSS_Metric_V3.1_Primary_confidentialityImpact,CVSS_Metric_V3.1_Primary_integrityImpact,CVSS_Metric_V3.1_Primary_availabilityImpact,CVSS_Metric_V3.1_Primary_baseScore,CVSS_Metric_V3.1_Primary_baseSeverity,CVSS_Metric_V3.1_Primary_exploitabilityScore,CVSS_Metric_V3.1_Primary_impactScore
CVE-2000-1137,Modified,GNU ed before 0.2-18.1 allows local users to overwrite the files of other users via a symlink attack.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2018-05-03T01:29:10.317,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,LOCAL,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,4.6,3.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1138,Modified,"Lotus Notes R5 client R5.0.5 and earlier does not properly warn users when an S/MIME email message has been modified, which could allow an attacker to modify the email in transit without being detected.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2016-10-18T02:08:51.737,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1139,Analyzed,"The installation of Microsoft Exchange 2000 before Rev. A creates a user account with a known password, which could allow attackers to gain privileges, aka the ""Exchange User Account"" vulnerability.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'CWE-798'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2020-04-02T13:19:00.427,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1140,Modified,"Recourse ManTrap 1.6 does not properly hide processes from attackers, which could allow attackers to determine that they are in a honeypot system by comparing the results from kill commands with the process listing in the /proc filesystem.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:30.280,2.0,AV:L/AC:L/Au:N/C:P/I:N/A:N,LOCAL,LOW,NONE,PARTIAL,NONE,NONE,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1141,Modified,"Recourse ManTrap 1.6 modifies the kernel so that "".."" does not appear in the /proc listing, which allows attackers to determine that they are in a honeypot system.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:30.343,2.0,AV:L/AC:L/Au:N/C:P/I:N/A:N,LOCAL,LOW,NONE,PARTIAL,NONE,NONE,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1142,Modified,"Recourse ManTrap 1.6 generates an error when an attacker cd's to /proc/self/cwd and executes the pwd command, which allows attackers to determine that they are in a honeypot system.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:30.390,2.0,AV:L/AC:L/Au:N/C:P/I:N/A:N,LOCAL,LOW,NONE,PARTIAL,NONE,NONE,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1143,Modified,"Recourse ManTrap 1.6 hides the first 4 processes that run on a Solaris system, which allows attackers to determine that they are in a honeypot system.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:30.437,2.0,AV:L/AC:L/Au:N/C:P/I:N/A:N,LOCAL,LOW,NONE,PARTIAL,NONE,NONE,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1144,Modified,"Recourse ManTrap 1.6 sets up a chroot environment to hide the fact that it is running, but the inode number for the resulting ""/"" file system is higher than normal, which allows attackers to determine that they are in a chroot environment.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:30.513,2.0,AV:L/AC:L/Au:N/C:P/I:N/A:N,LOCAL,LOW,NONE,PARTIAL,NONE,NONE,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1145,Modified,Recourse ManTrap 1.6 allows attackers who have gained root access to use utilities such as crash or fsdb to read /dev/mem and raw disk devices to identify ManTrap processes or modify arbitrary data files.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:30.593,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,LOCAL,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,4.6,3.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1146,Modified,Recourse ManTrap 1.6 allows attackers to cause a denial of service via a sequence of commands that navigate into and out of the /proc/self directory and executing various commands such as ls or pwd.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:30.657,2.0,AV:L/AC:L/Au:N/C:N/I:N/A:P,LOCAL,LOW,NONE,NONE,NONE,PARTIAL,2.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1147,Modified,"Buffer overflow in IIS ISAPI .ASP parsing mechanism allows attackers to execute arbitrary commands via a long string to the ""LANGUAGE"" argument in a script tag.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-12-19T02:29:14.473,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,LOCAL,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,4.6,3.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1148,Modified,"The installation of VolanoChatPro chat server sets world-readable permissions for its configuration file and stores the server administrator passwords in plaintext, which allows local users to gain privileges on the server.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:30.717,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,LOCAL,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,4.6,3.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1149,Modified,"Buffer overflow in RegAPI.DLL used by Windows NT 4.0 Terminal Server allows remote attackers to execute arbitrary commands via a long username, aka the ""Terminal Server Login Buffer Overflow"" vulnerability.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2018-10-12T21:30:00.030,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1150,Analyzed,Felix IRC client in BeOS r5 pro and earlier allows remote attackers to conduct a denial of service via a message that contains a long URL.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2008-09-10T19:06:42.773,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1151,Analyzed,Baxter IRC client in BeOS r5 pro and earlier allows remote attackers to conduct a denial of service via a message that contains a long URL.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2008-09-10T19:06:42.913,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1152,Analyzed,Browser IRC client in BeOS r5 pro and earlier allows remote attackers to conduct a denial of service via a message that contains a long URL.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2008-09-05T20:22:47.073,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1153,Analyzed,PostMaster 1.0 in BeOS r5 pro and earlier allows remote attackers to conduct a denial of service via a message that contains a long URL.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2008-09-10T19:06:43.133,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1154,Analyzed,RHConsole in RobinHood 1.1 web server in BeOS r5 pro and earlier allows remote attackers to cause a denial of service via long HTTP request.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2008-09-10T19:06:43.197,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1155,Analyzed,RHDaemon in RobinHood 1.1 web server in BeOS r5 pro and earlier allows remote attackers to cause a denial of service via long HTTP request.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2008-09-10T19:06:43.273,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1156,Modified,"StarOffice 5.2 follows symlinks and sets world-readable permissions for the /tmp/soffice.tmp directory, which allows a local user to read files of the user who is using StarOffice.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-12-19T02:29:14.550,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:N,LOCAL,LOW,NONE,PARTIAL,PARTIAL,NONE,3.6,3.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1157,Analyzed,Buffer overflow in NAI Sniffer Agent allows remote attackers to execute arbitrary commands via a long SNMP community name.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2008-09-05T20:22:47.807,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,NETWORK,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1158,Analyzed,"NAI Sniffer Agent uses base64 encoding for authentication, which allows attackers to sniff the network and easily decrypt usernames and passwords.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2008-09-05T20:22:47.947,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1159,Analyzed,NAI Sniffer Agent allows remote attackers to gain privileges on the agent by sniffing the initial UDP authentication packets and spoofing commands.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2008-09-05T20:22:48.090,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1160,Analyzed,NAI Sniffer Agent allows remote attackers to cause a denial of service (crash) by sending a large number of login requests.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2008-09-05T20:22:48.247,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1161,Analyzed,"The installation of AdCycle banner management system leaves the build.cgi program in a web-accessible directory, which allows remote attackers to execute the program and view passwords or delete databases.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2008-09-05T20:22:48.387,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1162,Modified,ghostscript before 5.10-16 allows local users to overwrite files of other users via a symlink attack.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:30.827,2.0,AV:L/AC:H/Au:N/C:P/I:P/A:P,LOCAL,HIGH,NONE,PARTIAL,PARTIAL,PARTIAL,3.7,1.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1163,Modified,"ghostscript before 5.10-16 uses an empty LD_RUN_PATH environmental variable to find libraries in the current directory, which could allow local users to execute commands as other users by placing a Trojan horse library into a directory from which another user executes ghostscript.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:30.907,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,LOCAL,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,4.6,3.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1164,Modified,"WinVNC installs the WinVNC3 registry key with permissions that give Special Access (read and modify) to the Everybody group, which allows users to read and modify sensitive information such as passwords and gain access to the system.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:30.967,2.0,AV:N/AC:L/Au:S/C:C/I:C/A:C,NETWORK,LOW,SINGLE,COMPLETE,COMPLETE,COMPLETE,9.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1165,Modified,Balabit syslog-ng allows remote attackers to cause a denial of service (application crash) via a malformed log message that does not have a closing > in the priority specifier.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:31.030,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,NETWORK,LOW,NONE,NONE,NONE,PARTIAL,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1166,Modified,"Twig webmail system does not properly set the ""vhosts"" variable if it is not configured on the site, which allows remote attackers to insert arbitrary PHP (PHP3) code by specifying an alternate vhosts as an argument to the index.php3 program.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:31.093,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1167,Modified,"ppp utility in FreeBSD 4.1.1 and earlier does not properly restrict access as specified by the ""nat deny_incoming"" command, which allows remote attackers to connect to the target system.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:31.140,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1168,Modified,IBM HTTP Server 1.3.6 (based on Apache) allows remote attackers to cause a denial of service and possibly execute arbitrary commands via a long GET request.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2016-10-18T02:09:00.020,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1169,Modified,"OpenSSH SSH client before 2.3.0 does not properly disable X11 or agent forwarding, which could allow a malicious SSH server to gain access to the X11 display and sniff X11 events, or gain access to the ssh-agent.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:31.203,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1170,Modified,Buffer overflow in Netsnap webcam HTTP server before 1.2.9 allows remote attackers to execute arbitrary commands via a long GET request.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:31.263,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1171,Modified,"Directory traversal vulnerability in cgiforum.pl script in CGIForum 1.0 allows remote attackers to ready arbitrary files via a .. (dot dot) attack in the ""thesection"" parameter.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:31.310,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,NETWORK,LOW,NONE,PARTIAL,NONE,NONE,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1172,Analyzed,Buffer overflow in Gaim 0.10.3 and earlier using the OSCAR protocol allows remote attackers to conduct a denial of service and possibly execute arbitrary commands via a long HTML tag.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2008-09-05T20:22:50.027,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,NETWORK,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1173,Analyzed,"Microsys CyberPatrol uses weak encryption (trivial encoding) for credit card numbers and uses no encryption for the remainder of the information during registration, which could allow attackers to sniff network traffic and obtain this sensitive information.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2008-09-05T20:22:50.167,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,NETWORK,LOW,NONE,PARTIAL,NONE,NONE,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1174,Modified,Multiple buffer overflows in AFS ACL parser for Ethereal 0.8.13 and earlier allows remote attackers to execute arbitrary commands via a packet with a long username.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:31.373,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1175,Analyzed,Buffer overflow in Koules 1.4 allows local users to execute arbitrary commands via a long command line argument.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2008-09-05T20:22:50.463,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,3.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1176,Analyzed,"Directory traversal vulnerability in YaBB search.pl CGI script allows remote attackers to read arbitrary files via a .. (dot dot) attack in the ""catsearch"" form field.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2008-09-05T20:22:50.607,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,10.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1177,Analyzed,"bb-hist.sh, bb-histlog.sh, bb-hostsvc.sh, bb-rep.sh, bb-replog.sh, and bb-ack.sh in Big Brother (BB) before 1.5d3 allows remote attackers to determine the existence of files and user ID's by specifying the target file in the HISTFILE parameter.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2008-09-05T20:22:50.760,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,NETWORK,LOW,NONE,PARTIAL,NONE,NONE,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1178,Analyzed,"Joe text editor follows symbolic links when creating a rescue copy called DEADJOE during an abnormal exit, which allows local users to overwrite the files of other users whose joe session crashes.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'CWE-59'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2024-01-26T16:59:03.123,2.0,AV:L/AC:L/Au:N/C:N/I:P/A:N,LOCAL,LOW,NONE,NONE,PARTIAL,NONE,2.1,3.9,2.9,,,,,,,,,,,,,,,3.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,5.5,MEDIUM,1.8,3.6
CVE-2000-1179,Modified,Netopia ISDN Router 650-ST before 4.3.5 allows remote attackers to read system logs without authentication by directly connecting to the login screen and typing certain control characters.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:31.420,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,NETWORK,LOW,NONE,PARTIAL,NONE,NONE,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1180,Modified,Buffer overflow in cmctl program in Oracle 8.1.5 Connection Manager Control allows local users to gain privileges via a long command line argument.,"[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2018-05-03T01:29:10.553,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,LOCAL,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,4.6,3.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2000-1181,Modified,"Real Networks RealServer 7 and earlier allows remote attackers to obtain portions of RealServer's memory contents, possibly including sensitive information, by accessing the /admin/includes/ URL.","[{'source': 'nvd@nist.gov', 'type': 'Primary', 'description': [{'lang': 'en', 'value': 'NVD-CWE-Other'}]}]",cve@mitre.org,2001-01-09T05:00:00.000,2017-10-10T01:29:31.483,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,NETWORK,LOW,NONE,PARTIAL,NONE,NONE,5.0,10.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
